,position,company_name,description,requirement,preferred,like
1138,데이터 분석가 (개인화 추천 모델),인프랩,"• 120만 회원, 누적 4700만 학습 수의 데이터를 바탕으로 학습자에게 더 높은 가치를 제공합니다. 
• 사용자 행동 데이터 기반 개인화 추천 모델을 개발하여 실제 서비스에 적용합니다.
• 학습자 경험 개선을 위해 A/B 테스트를 설계 및 실행하고 결과를 분석하여 유의미한 정보를 발굴합니다.
• 데이터 관리, 분석, 시각화, 모델링을 통해 데이터로부터 정보를 추출하고 인사이트를 도출합니다.
• 데이터의 문제를 파악하고 공유하여 데이터 품질을 향상시킵니다.
• 데이터 기반 의사결정을 지원하여 인프랩의 퍼포먼스에 기여합니다. 

[기술 스택]
필수 기술 : 명확한 이해도와 뛰어난 활용 스킬을 요구합니다.
SQL, Python, TensorFlow, Keras

선호 기술 : 실무에 활용할 수 있는 이해도 및 관련 경험을 요구합니다.
GCP, AWS, Spark, Scala, Java, Ubuntu, CentOS, Linux","• 관련 실무 경험 5년 이상 보유하신 분
• 통계 관련 전공자 또는 이에 준수한 지식을 보유하신 분
• 개인화 추천 모델 기획부터 개선까지 실제 서비스 운영 경험을 보유하신 분
• 어렵고 복잡한 문제를 SQL을 통해 효율적으로 해결할 수 있는 실력을 보유하신 분
• 데이터 엔지니어와 협업하여 다양한 문제를 해결한 경험을 보유하신 분","• PB 또는 TB급 이상의 데이터에 대하여 데이터 분석 또는 AI 모델 분산 학습 경험을 보유하신 분
• ML, DL을 활용한 AI 실무 경력을 보유하신 분 
• 데이터 엔지니어링 실무 경력을 보유하신 분",1
1139,프로그램 개발자,파이널데이터,• C# WPF를 이용한 포렌식 데이터 시각화(UI) 개발,"• C# WPF를 이용한 개발 경험자 
• C# .Net 또는 Core 경험자",•git(형상 관리) 경험자,1
1140,데이터 사이언티스트,더블미디어,"• 웹/앱 서비스 데이터 분석 및 인사이트 도출
• 개발 조직 및 기획자 협업을 통하여 로그 설계 및 관리
• 툴을 활용하여 분석 대시보드 구축
• Google Analytics 활용한 비즈니스 인사이트 도출","• 웹/앱 서비스 데이터 분석 경력 2년 이상, 혹은 그에 상응하는 업무 능력 보유
• 중급 이상의 SQL 능력
• R 또는 Python을 이용한 데이터 분석, 시각화 및 머신러닝 수행 능력을 보유하신 분","• 통계 분석과 ML 알고리즘 지식과 실무 경험이 있으신 분
• A/B 테스트 계획과 결과 분석 및 의견 제시 경험이 있으신 분",0
1141,[서울] 데이터 분석가 (시계열),인터엑스,"[함께하시면 맡게 될 업무입니다!]

- 시계열 딥러닝 알고리즘 기술 연구 및 개발
- LLM 모델 Fine tuning 기법 연구 및 개발
- 제조업 불량예측 및 Anomaly detection에 적용 가능한 알고리즘 개발
- 알고리즘 고도화","[이런 분이 필요해요!]
 
- Python을 활용하여 머신러닝/딥러닝 프로젝트 (Prediction, Anomaly detection, Classification) 경험이 있으신 분
- Tensorflow 또는 Pytorch 사용 경험이 있으신 분
- Pandas, Matplotlib등의 패키지를 활용한 데이터 정제, 전처리, 분석, 모델링, 시각화 경험을 보유하신 분
- 최신 기술 (LLM 등)에 관심이 많은 분
- 주도적으로 일을 만들고, 책임감 있게 리드하시는 분
- 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 

[업무에 꼭 필요한 기술 스택 입니다]
- Tensorflow 
- Pytorch","[이런 분이면 더욱 좋아요!]

- 논문 및 특허 작성 경험이 있으신 분
- 이미지 및 영상 데이터 프로젝트 경험이 있으신 분
- 최신 논문 내용을 구현 가능하신 분
- 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성 경험이 있으신 분
- 컴퓨터공학, 산업공학, 전기전자 관련 학위를 갖추신 분",0
1142,데이터 엔지니어 (2년 이상),더블유클럽,"주요 업무는 아래와 같습니다.

• 파이프라인 아키텍처 구성/개발/운영
• 데이터를 보다 효율적으로 분석할 수 있는 새로운 방법이나 툴을 도입합니다.
• 유관 부서에 필요한 데이터를 추출하고 분석 결과를 대시보드나 리포트로 제공합니다.
• 개선이 필요한 부분에 로그를 설계하고 A/B Test를 진행하여 결과를 분석합니다.
• 주요 KPI를 관리하며, 이상 지표를 모니터링합니다.","• 경력 2년 이상 데이터 엔지니어 경력자
• SQL을 사용해 Raw Data를 추출하고 가공하여 데이터 분석이 가능한 분
• 클라우드 환경(AWS)에서의 데이터 플랫폼 설계 및 구축 경험• ETL 솔루션 사용 능력
• 다양한 툴이나 분석 방법론에 대해서 새롭게 학습하고 적용할 수 있는 분

사용하는 기술/Tool 은 아래와 같습니다.

• ETL : Hevo Data
• 언어 : SQL, Python
• DB : AWS Redshift, MongoDB, Mysql
• 대시보드 : Tableau, Datastudio
• A/B 테스트 : Firebase, Hackle","• 데이팅 산업에 대한 경험과 이해보다는 플랫폼, O2O 비즈니스에 대한 관심과 경험이 더 중요합니다.
• 스타트업에서 데이터 파이프라인, 인프라 구축 경험이 있는 분
• 스타트업 근무 경력자 및 근무 희망자
• 플랫폼, O2O 비즈니스에 대한 관심과 경험이 있으신 분
• 데이터 플랫폼을 주도적으로 만들어보신 분
• 앱 데이터를 분석하고, 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분",1
1143,금융 데이터 분석 전문가,콴텍투자일임,"• 기존 금융모델과 AI를 융합해 상호보완적인 구조 완성 및 새로운 모델 개발
• 고객 접점에 금융 서비스 개발","• 경력 : 2년 이상
• 성별 : 무관
• 금융투자 및 자산배분 모델에 대한 이해
• AI 알고리즘 구조 및 작동에 대한 개론적 이해 
• Python 기반의 데이터 검색 및 분석
• Pandas, Numpy, matplotlib, seaborn 등을 활용한 분석","• 금융권 (증권사, 자산운용사 출신) 경험자 
• 수학 전공자 / 거시경제 전공 석사 이상 
• 계량경제학 석사 / 금융(재무) 전공 석사 이상
• 기업 재무 또는 에셋 프라이싱 분야에서 졸업논문 또는 연구실적",3
1144,Data Engineer (데이터수집),에스투더블유(S2W),"데이터 팀에서는 S2W의 제품 개발과 운영에 필요한 모든 데이터를 수집/분석하고, 관련 소프트웨어들의 효율성/가용성을 높이는 일을 합니다. 수집 파트에서는 보다 구체적으로 아래와 같은 업무를 수행합니다.

• 수집/분석/데이터 파이프라인을 위한 컨테이너 환경 관리
• 수집/분석/데이터 파이프라인을 위한 core library 개발/관리
• 기밀 유출 데이터 확보 및 분석
• Surface Web, Deep/Dark Web, SNS 수집 및 수집기 운영
• 봇탐지/차단 우회 기술 개발 및 적용
• NoSQL, 자체 운영 Datalake를 이용한 수집데이터 저장, 관리
• 수집 모듈을 위한 API 개발 및 운영","▷ 이런 지식과 경험을 갖고 계신 분을 모시고 있습니다.

• 수집/분석/데이터 파이프라인을 위한 컨테이너 환경 관리
• 수집/분석/데이터 파이프라인을 위한 core library 개발/관리
• 기밀 유출 데이터 확보 및 분석
• Surface Web, Deep/Dark Web, SNS 수집 및 수집기 운영
• 봇탐지/차단 우회 기술 개발 및 적용
• NoSQL, 자체 운영 Datalake를 이용한 수집데이터 저장, 관리
• 수집 모듈을 위한 API 개발 및 운영","▷ 이런 역량도 갖고 계시다면 금상첨화 입니다!

• Playwright, Selenium을 이용한 웹 수집 경험
• Tor Network를 통한 수집 경험
• Telegram 수집 경험
• 봇 탐지/차단 기술 분석, 우회 기술 개발 경험 (e.g. 캡챠, Cloudflare)
• NoSQL DB를 활용한 개발 경험




▷ 합류 과정은 이렇게 진행됩니다.

① 지원서 접수 
     현업 리더/실무진과 HR에서 함께 제출하신 내용을 검토합니다. 
     최대한 빠르게 피드백 드리기 위해 노력하고 있어요! (최대 1주일 정도 소요됩니다)

② 사전 과제 + 직무 인터뷰
     직무 인터뷰 진행 전에 사전 과제를 수행하시게 되며, 
     지원하신 팀의 리더 및 실무자들과 함께 사전 과제 수행 내용 및 지원서를 바탕으로 
     약 1시간 가량의 직무 인터뷰를 진행합니다. 

③ 컬쳐핏 인터뷰 
     HR리더와 진행하는 컬쳐핏 인터뷰 입니다. 
     S2W와 지원자가 지향하는 비전과 가치에 대해 진솔한 대화를 나눕니다.

④ 처우 협의 및 입사 
     정식 오퍼 메일을 통해 처우 협의와 입사일을 조율하고, 
     모든 과정이 완료되면 저희 팀에 합류하시게 됩니다.",0
1145,DBA(데이터베이스관리자),에듀윌,"• 테이블 설계
• 데이터베이스 모니터링을 통한 쿼리 성능 최적화
• 데이터베이스 및 Agent Job 운영 관리
• 권한 관리","• 경력 : MySQL 또는 MariaDB 또는 SQL Server 3년 이상 운영 관리 경험자
• 학력 : 무관 (관련 전공자는 우대)","• 컴퓨터공학 등 관련 전공자
• 국가보훈 대상자 및 장애인은 관련법에 의거 우대
• 비흡연자
• 동종업종 경력자
• 해당 분야에 우수한 성과를 이룬 경험 보유자",1
1146,[100억↑투자] 데이터분석 및 검증 분야,하이퍼라운지,"• 중소/중견기업 데이터 분석 및 검증 업무
• 데이터 검증 결과를 분석하고 모니터링 설계 및 자동화 스트립트 작성","• 학력 : 학력무관
• 경력 : 5년 이상 
• DBMS, SQL 데이터 처리에 대한 지식과 이해
• 데이터 결합 탐지  분석/검증 Test Case 작성 및 수행 경험
• 긍정적인 자세와 책임감, 문제를 끝까지 해결하고자 하는 태도
• 업무에 대하여 타인과 소통에 어려움 없이 문제를 이해하고 설명할 수 있는 능력","• 컴퓨터 공학 / 경영 관련 전공자 우대
• 금융SI ,SM 경험자
• SQL 및 스크립팅 / Linux 대한 활용 경험이 있으신 분
• 프로젝트, 실무 등에서 Python, Java등 널리 사용 되는 개발 언어 대한 지식과 경험자 우대
• SAP, 더존ERP 경험자",0
1147,빅데이터 엔지니어,하나투어,• 빅데이터 엔지니어,"ㆍ데이터 파이프라인 개발 및 운영 경력 3년 이상 경험자
ㆍKafka, Spark 스트림 처리 프로세싱 및 운영 경험자
ㆍHadoop Eco System 운영 경험자
ㆍPython, SQL 등 언어 활용 능력이 있으신 분","ㆍCloud 기반의 파이프라인 구축 및 운영 경험이 있으신 분
ㆍ대규모 분산처리 시스템 개발 및 운영 경험자",8
1148,Data Scientist(추천) (데이터프로덕트팀),무신사,"• 추천 모델 개발 및 서비스 고도화 (가설 설정 - 모델링 - 사후 분석 - 리포팅)
• 무신사 추천순 - 정렬 모델 고도화
• 대용량 로그 데이터를 활용한 유저 분석 및 모델링","• 추천 모델링 경험 3년 이상인 분
• 데이터/통계/머신러닝/엔지니어링에 대한 높은 이해도를 갖춘 분 
• TensorFlow, PyTorch, Scikit-learn 등을 자유롭게 쓸 수 있는 분
• 논리적 사고력, 커뮤니케이션 능력을 갖춘 분","• 데이터 가공, 분석, 모델링, 서비스 구현까지의 전체 ML 프로세스 경험이 있으신 분 
• 커머스 도메인에서 추천 모델을 개발/운영해 보신 분
• 실험을 통해 모델 개선과 비즈니스 성과를 이끌어낸 경험이 있는 분",0
1149,[신입] 데이터 사이언티스트,아템드메라키,"• 통계 분석 및 모델링 기법을 크고 작은 데이터셋에 적용하고, 기존의 전략을 발전시키며, 다양한 산업 및 영역에 걸쳐 이전에는 탐구 되지 않았던 새로운 방향성 탐구.
• 자체적인 End-to-End 데이터 작업 흐름 관리와 데이터를 통해 나타나는 행동에 대한 심층적인 영역의 전문 지식 개발.
• 데이터 세트를 시각화하고 탐색하여 새로운 예측 기능을 구상.","• 최소 데이터 과학, 통계, 컴퓨터 공학 또는 관련 분야의 학사 학위를 보유하신 분
• 분포 분석, 분류, 클러스터링과 같은 통계 경험이 있으신 분
• 데이터 프레임을 사용한 우수한 코딩 기술이 있으신 분 ※필수 조건
      (예: Panda, R, Matlab, Apache Spark )
• 혁신, 창의성 및 직관력을 강조하는 경험을 입증하신 분 (예: 유용한 데이터를 측면적으로 식별하고 고정관념이 아닌 독창적으로 생각할 수 있는 능력)
• 디지털 자산 산업과 관련된 경력을 보유하고 계시거나 디지털 자산 산업을 배우려는 열정을 갖고 경력을 쌓아 가실 분","• 석사학위 및 박사학위 (박사과정 지원자) 우대
• 데이터 분석에 대한 경험이 있으신 분 우대",4
1150,플랫폼팀 데이터 엔지니어,와이어드컴퍼니,"• 데이터 흐름 및 파이프라인 설계, 개발 및 운영 자동화
• 비즈니스 요구사항에 대한 적절한 인프라 설계, 개발 및 운영
• 데이터팀 내외 협업 및 테스트, 배포 프로세스 자동화
• 여러 서드 파티 API를 사용한 데이터 통합
• 다른 도메인, AWS 교차 계정 데이터 통합
• 이벤트 처리 플랫폼 개발, 정합성 이상 감지","• Python 3.7 이상 사용이 능숙 하신 분
• 관련 경력 3년 이상이신 분
• 근본적인 문제 해결을 중시하는 분
• 능동적인 커뮤니케이션을 하시는 분
• BigQuery 운영 경험
• Airflow 구축 및 DAG 운영 경험","• 데이터 카탈로그 관리 경험이 있으신 분
• 서버 개발 경험이 있으신 분
• 오픈 소스 운영 경험이 있으신 분
• MLOps 프로세스를 경험 해보신 분
• 애자일 프로세스를 경험 해보신 분
• 멀티 클라우드 및 교차 계정 경험이 있으신 분",1
1151,데이터 사이언티스트,아템드메라키,"• 통계 분석 및 모델링 기법을 크고 작은 데이터셋에 적용하고, 기존의 전략을 발전시키며, 다양한 산업 및 영역에 걸쳐 이전에는 탐구 되지 않았던 새로운 방향성 탐구.
• 자체적인 End-to-End 데이터 작업 흐름 관리와 데이터를 통해 나타나는 행동에 대한 심층적인 영역의 전문 지식 개발.
• 데이터 세트를 시각화하고 탐색하여 새로운 예측 기능을 구상.","• 최소 데이터 과학, 통계, 컴퓨터 공학 또는 관련 분야의 학사 학위를 보유하신 분
• 분포 분석, 분류, 클러스터링과 같은 통계 경험이 있으신 분
• 데이터 프레임을 사용한 우수한 코딩 기술이 있으신 분 ※필수 조건
      (예: Panda, R, Matlab, Apache Spark )
• 혁신, 창의성 및 직관력을 강조하는 경험을 입증하신 분 (예: 유용한 데이터를 측면적으로 식별하고 고정관념이 아닌 독창적으로 생각할 수 있는 능력)
• 디지털 자산 산업과 관련된 경력을 보유하고 계시거나 디지털 자산 산업을 배우려는 열정을 갖고 경력을 쌓아 가실 분","• 석사학위 및 박사학위 (박사과정 지원자) 우대
• 데이터 분석 또는 유사 업무에 대한 경험이 있으신 분 우대",23
1152,데이터 분석 컨설턴트,알테어엔지니어링,"ㆍ데이터분석 제품군 Pre-Sales 포함
ㆍ데이터 분석 시장 동향 분석
ㆍ광범위한 데이터 마이닝과 포괄적인 데이터 분석 수행
ㆍ대규모 프로젝트 팀과 협력하여 PoC 및 BMT 수행
ㆍ모델을 구현하고 결과를 모니터링하기 위해 다양한 업무 팀과 협력
ㆍ다양한 수준의 고객과 프로젝트 상태 및 결과에 대한 의사소통 필요","ㆍ통계학 또는 컴퓨터공학 학사 또는 석사
ㆍ빅 데이터/기계 학습에 대한 이해도가 있는 자
ㆍSAS/R/Python/SQL 관련 인증 또는 경험이 있는 자
ㆍ영어 의사소통 가능 자","ㆍ SAS, R, 또는 Python을 사용한 프로그래밍 및 모델링 경험자 우대
ㆍ 머신러닝, 데이터 마이닝 및 통계 분석 분야의 유경험자 우대
ㆍ 데이터사이언스, 워크플로우 및 방법론에 대한 이해를 가지고 있는 자 우대
ㆍ 수학, 통계, 컴퓨터사이언스, 머신러닝 또는 관련 분야 전공자 우대
ㆍ 3~5년의 분석 업무 유경험자 우대
ㆍ 금융 서비스 산업에 대한 비즈니스 유경험자 우대",1
1153,데이터보안 개발자,소프트포럼,• 데이터 보안 제품 개발 (C/C++),"• 학력 : 대졸 이상
• 경력 : 경력 5년 이상
• C/C++ 개발 가능자
• Unix/Windows 환경 개발 가능자","• DBMS(Oracle, MS-SQL 등) 경험자
• CC인증, GS인증 경험자
• 보안소프트웨어 개발 경험자",2
1154,[100억↑투자] 데이터사이언티스트,해줌,"전력중개사업(VPP)에서 가장 중요하게 사용되는 발전량 예측부터 
자동화를 위한 여러 서비스들에 사용될 알고리즘, 모델을 개발하는 일을 합니다.
기상정보를 다루는 일이 많으며 태양광/풍력을 주로 분석합니다.

[업무 내용]
- 태양광 발전량 예측 알고리즘 고도화
- 풍력 발전량 예측
- 전력중개사업 최적화 알고리즘 개발 
- 신재생에너지 제어 알고리즘 개발","- 관련 업무 경력 3년 이상인 분
- 시계열 데이터를 분석하여 예측에 대한 경험이 있는 분
- 논문 등 알고리즘에 대해 분석 후 구현 경험이 있는 분
- 통계분석, 인공지능/머신러닝 관련 석/박사학위 또는 이에 준하는 경력을 소지하신 분
- Python 언어 사용 가능","- 기상관련 데이터 경험
- 머신러닝 관련 모델링 도구 경험자 (Tensorflow, PyTorch 등)
- 데이터 분석 경험자 (R, Tableau 등)

*전형절차
서류전형 - 실무 면접 - 인성 면접(인성검사) - 처우협의 - 입사",8
1155,[100억↑투자] Data Engineer,데이터라이즈,"• 대규모 데이터를 빠르게 처리할 수 있는 End-to-End 데이터 파이프라인 개발 및 운영합니다.
• 최근 한달간 고객사 사이트에서 들어오는 5200만여건의 쿠키(MAU), 10억여건의 실시간 유저 행동 로그 데이터 및 RestAPI를 활용하여 다양한 플랫폼(Website Builder)으로부터의 데이터를 주기적으로 수집하고  전처리하여 스토리지에 적재합니다.
• 적재된 데이터를 관리하고 실시간 스트리밍 및 배치 처리 데이터 플랫폼을 개발 및 운영합니다.
• 데이터 모델링 및 데이터 분석 환경의 최적화와 자동화를 담당합니다.

[데이터라이즈의 Data Pipeline을 지탱하고 있는 기술들]

• 데이터 처리를 위해 S3, AWS EMR Spark, Athena, Apache Airflow, Databricks 등을 사용합니다.
• 데이터 수집 애플리케이션 개발을 위해 Python, FastAPI 등을 사용합니다.
• 모든 애플리케이션은 AWS 위에서 Docker, Kubernetes 로 운영합니다.

""앞으로 도입할 더 좋은 기술은 같이 연구하고 만들어가요. :)""","• 데이터 수집, 전처리 중 1개 이상 구축 경험이 있는 1년 이상의 경력자 또는 그에 준하는 실력을 갖춘 분
• 대규모 데이터 파이프라인 포함 서비스 개발 경험 3년 이상 또는 그에 준하는 실력을 갖춘 분
• 1개 이상의 프로그래밍 언어에 능숙하신 분
• 배치 및 실시간 데이터 처리 아키텍처에 대한 이해도가 높고, 서비스에 적용한 경험이 있는 분","• 좋은 코드와 설계를 위한 고민 그리고 테스트의 중요성을 인지하고 계신 분
• 코드 리뷰 및 의견 공유에 있어 적극적인 분
• 내가 만든 작품을 고객이 직접 사용하는 순간! 그때의 긴장감과 뿌듯함을 즐기시는 분
• 작은 규모의 회사에서 좋은 업무 문화를 함께 만들어 나가고 싶은 분
• 새로운 것을 배움에 주저함이 없고 주변 동료들과 나누고 싶어 하시는 분
• 팀 플레이어로서 동료들과 함께 협력하여 문제를 해결해 나가시는 분",33
1156,"데이터 사이언티스트 (3년이상, 제주근무)",제주알마켓,• 하루방 서비스 데이터 관리,"• 관련학과 졸업
• BI / R","• 3년 이상 대규모 시스템 경험이 있으신 분
• 뛰어난 의사소통 능력(구두, 서면)을 보유하신 분
• 팀을 성공적으로 이끌어본 경험이 있으신 분",3
1157,데이터 사이언티스트(비전/이미지),아이오크롭스,"- 온실 예찰 및 농작업을 위한 모바일 로봇의 작물 이미지/비디오 분석 기술 개발
(Object detection, segmentation, tracking, depth sensing, etc.)
- 온실 운영 자동화에 필요한 분석 및 예측 알고리즘 개발

※ 기술스택 : Python, TensorFlow, PyTorch, ROS, C++","- 3년 이상의 비전 프로젝트 경력 혹은 그에 준하는 실력을 갖추신 분
- 다양한 센서(RGB-D, LiDAR, IMU)로 데이터 수집, 퓨전 및 모델 개발 경력이 있으신 분
- 상용화 된 제품 및 서비스의 개발/운영 경험이 있으신 분
- 각 구성원들과의 원활한 커뮤니케이션을 통해 프로덕트를 디벨롭 시켜나갈 수 있는 분
- 현대 농업의 첨단산업화에 기여하고, 압도적 생산 기술을 갖춘 Autonomous Greenhouse를 실현하고자 하는 아이오크롭스의 미션과 비전에 공감하고 함께 하고 싶으신 분
※ 외국인 지원자의 경우, TOPIK(한국어능력시험) 5급 이상 혹은 그에 준하는 한국어 소통 능력을 가지신 분","- Python 언어를 능숙하게 사용할 수 있으신 분
- 기획부터 생산까지 로봇 개발의 전 과정을 경험해 보신 분
- 자율주행 로봇과 관련된 프로젝트 경험이 있으신 분
- 로봇 매니퓰레이터의 path planning 개발 경험이 있으신 분
- 정부 지원 과제 수행 경험이 있으신 분
- Ag-Tech에 대한 기본적인 이해나 관심이 있으신 분 (농업 관련 지식이 필수는 아니에요!)",1
1158,[인텔리전스랩스] 탐지솔루션실 데이터 엔지니어,넥슨코리아(NEXON),"[우리는 이런 일을 하고 있어요!]
• 퍼블릭 클라우드(AWS) 환경에서 Apache Spark를 사용하여 대용량 데이터 처리
• 대용량 데이터 분석 플랫폼 및 데이터 파이프라인 개발
• 데이터 분석, 서비스 개발 등 다양한 직군과 협업하여 탐지솔루션 개발
• 탐지솔루션에서 생산하는 대용량의 데이터를 데이터 레이크, 마트 등의 형태로 운영

[우리는 앞으로 이런 일을 하고 싶어요!]
• 대용량의 데이터를 관리하고 검증하기 위한 데이터 거버넌스 확립
• 보다 안정적이고 테스트 가능한 데이터 파이프라인 개발
• 탐지솔루션의 다양한 워크플로우를 시스템화 하여 효율적으로 운영할 수 있는 환경 구축","[우리는 이런 분과 함께하고 싶어요!] 
• python, scala 등 하나 이상의 프로그래밍 언어에 능숙하신 분
• 분산 처리 시스템을 사용하여 대용량 데이터를 처리한 경험이 있고, 관련 경력이 2년 이상이신 분
• 컨테이너 환경에서의 데이터 엔지니어링 업무에 익숙하신 분","[이런 분이면 더 좋아요!]
• Hadoop Eco system에 대한 이해 및 관련 실무 경험이 있으신 분
• 데이터 거버넌스와 카탈로그에 대한 이해와 이를 바탕으로 데이터 디스커버리 플랫폼을 도입한 경험이 있으신 분
• 신뢰성 있는 데이터 파이프라인에 대해 고민해보신 분",19
1159,앱서비스 데이터분석가 (2년 이상),더블유클럽,"• 개선이 필요한 부분에 로그를 설계하고 A/B Test를 진행하여 결과를 분석합니다.
• 주요 KPI를 정의하고 관리하며, 이상 지표가 있을 시 원인을 분석합니다.
• 데이터를 보다 효율적으로 분석할 수 있는 새로운 방법이나 툴을 도입합니다.

데이터 파트에서 사용하고 있는 기술/Tool

• 분석 언어 : SQL, Python
• 분석 DB : AWS Redshift
• 대시보드 : Tableau, Datastudio
• MMP : Airbridge, AppsFlyer
• AB테스트 : Firebase, Hackle","• 앱서비스 데이터분석 실무 경력 2년 이상 데이터분석가 경력자
• SQL을 사용해 Raw Data를 추출하고 가공하여 데이터 분석이 가능한 분
• 앱 데이터를 분석하고, 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분
• 퍼널 분석, 코호트 분석, A/B 테스트 등의 방법론을 실무에 적용하여 인사이트를 도출한 경험이 있으신 분
• 다양한 툴이나 분석 방법론에 대해서 새롭게 학습하고 적용하는데 어려움이 없으신 분","• 데이팅 산업에 대한 경험과 이해보다는 플랫폼, O2O 비즈니스에 대한 관심과 경험이 더 중요합니다.
• 유저 간 매칭 로직을 활용한 서비스에 관심이 많으신 분
• 유저 세그먼트를 구분하고, 이를 바탕으로 앱 데이터를 분석한 경험이 있으신 분
• Tableau, Data Studio 등 BI툴을 활용하여 시각화를 한 경험이 있으신 분",0
1160,데이터분석가 (병역특례_현역/보충역),넛지헬스케어(캐시워크),"• SQL을 사용한 데이터 추출 및 전처리를 통한 지표관리
• 데이터 시각화 및 대시보드 (Tableau/Redash 등) 운영 및 제작
• 분석 요건 기획 및 데이터 수집 관리
• 다양한 분야의 프로젝트 데이터 분석 업무
• SQL, R, Python 등을 통한 데이터 분석 자동화 업무

[전형절차]
서류전형 -＞ 1차 인터뷰 -＞ 처우협의 및 최종합격
※ 지원 포지션 별로 코딩테스트가 있을 수 있습니다. (인터뷰 일정 어레인지 시 별도안내)
※ 전형과정 중 동의를 통해 레퍼런스체크를 진행할 수 있습니다.","• 경력 : 무관 (신입도 지원 가능)
• 통계/컴퓨터/수학 전공자 우대
• 병역특례대상자","• AWS(DynamoDB, EC2, RDS), GCP(BigQuery), Google Analytics 사용 경험이 있으신 분",3
